Target relationship: se -> cluster
Model Formula: Formula(cluster ~ abs_chronotype_desync + age + chronotype_desync + se + sfi + sri + waso + (1|id))

                           mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
abs_chronotype_desync[1] -0.139  0.044  -0.219   -0.056      0.000    0.000  13191.520  6718.465  1.001
abs_chronotype_desync[2] -0.072  0.044  -0.154    0.012      0.000    0.000  13123.522  7124.271  1.000
1|id[2, 868]             -0.132  0.593  -1.265    0.932      0.005    0.007  17020.032  6051.677  1.000
1|id[2, 870]              0.216  0.580  -0.883    1.283      0.005    0.007  16573.181  6117.809  1.000
1|id[2, 899]              0.631  0.576  -0.458    1.686      0.005    0.007  14556.167  5933.205  1.000
1|id[2, 903]             -0.216  0.659  -1.415    1.052      0.005    0.009  17499.115  5870.877  1.001
1|id[2, 905]             -0.229  0.633  -1.410    0.961      0.005    0.009  17989.632  5942.078  1.001
1|id[2, 906]              0.940  0.537  -0.034    1.975      0.004    0.007  17161.707  5882.621  1.002
1|id[2, 908]              0.191  0.623  -1.052    1.300      0.005    0.008  15301.525  6282.059  1.000
1|id[2, 910]             -0.375  0.707  -1.697    0.927      0.006    0.009  14748.543  5318.209  1.002
1|id[2, 920]             -0.140  0.669  -1.399    1.141      0.005    0.009  21056.116  5452.383  1.001
1|id[2, 921]              0.537  0.606  -0.604    1.653      0.005    0.008  14551.289  5876.100  1.000
1|id[2, 922]              0.441  0.594  -0.696    1.528      0.005    0.007  16641.604  5631.214  1.000
1|id[2, 923]              0.310  0.643  -0.882    1.529      0.005    0.008  16669.999  5752.507  1.000
1|id[2, 932]             -0.430  0.708  -1.728    0.933      0.006    0.009  16559.026  5755.581  1.000
1|id[2, 933]             -0.184  0.638  -1.364    1.009      0.005    0.009  19246.701  5755.754  1.001
1|id[2, 934]              0.917  0.558  -0.129    1.972      0.004    0.007  17322.705  6239.733  1.000
1|id[2, 935]              0.024  0.682  -1.247    1.330      0.005    0.009  17568.249  6038.918  1.001
1|id[2, 936]              0.156  0.704  -1.075    1.552      0.005    0.009  18899.099  5191.061  1.000
1|id[2, 937]              0.663  0.688  -0.643    1.934      0.005    0.009  16376.544  5419.991  1.001
1|id[2, 938]              0.585  0.614  -0.595    1.741      0.005    0.008  16443.205  5895.491  1.000
1|id[2, 939]              0.558  0.680  -0.697    1.855      0.005    0.009  19564.081  6221.048  1.001
1|id[2, 940]             -0.089  0.653  -1.300    1.164      0.005    0.008  18521.218  6090.392  1.001
1|id[2, 941]              1.249  0.574   0.199    2.329      0.004    0.008  16829.767  6115.501  1.001
1|id[2, 942]              0.022  0.600  -1.124    1.156      0.005    0.008  15022.961  5331.469  1.000
1|id[2, 944]             -0.311  0.614  -1.532    0.789      0.005    0.008  15413.877  5374.669  1.003
1|id[2, 945]              0.123  0.610  -1.013    1.244      0.005    0.008  17123.505  6247.318  1.001
1|id[2, 946]              0.005  0.590  -1.075    1.138      0.004    0.007  20954.585  5770.782  1.001
1|id[2, 947]             -0.036  0.663  -1.266    1.243      0.005    0.009  17116.357  5184.997  1.001
1|id[2, 948]             -0.172  0.639  -1.313    1.067      0.005    0.008  18178.551  5998.118  1.000
1|id[2, 949]             -0.271  0.646  -1.484    0.940      0.005    0.008  16812.722  6277.686  1.000
1|id[2, 953]              1.204  0.594   0.095    2.289      0.005    0.007  14971.851  6393.918  1.001
1|id[2, 958]              0.133  0.610  -1.062    1.236      0.005    0.008  18408.667  6125.989  1.000
1|id[2, 959]             -0.248  0.635  -1.505    0.897      0.005    0.008  17209.781  5880.062  1.001
1|id[2, 961]              0.834  0.616  -0.327    1.991      0.005    0.007  15755.480  6335.488  1.000
1|id[2, 965]             -0.440  0.694  -1.751    0.878      0.005    0.009  16219.941  5785.054  1.003
1|id[2, 966]             -0.658  0.668  -1.937    0.526      0.005    0.009  17857.930  5175.604  1.001
1|id[2, 967]              0.119  0.674  -1.087    1.428      0.005    0.009  17512.044  5771.067  1.001
1|id[2, 968]              0.561  0.634  -0.654    1.721      0.005    0.008  15466.868  5956.318  1.000
1|id[2, 970]              0.212  0.618  -0.922    1.386      0.005    0.007  18475.675  6202.426  1.000
1|id[2, 971]             -0.676  0.640  -1.859    0.547      0.005    0.008  17939.456  6191.287  1.001
1|id[2, 973]              0.930  0.604  -0.216    2.044      0.005    0.008  17459.541  6316.225  1.000
1|id[2, 977]             -0.199  0.579  -1.290    0.872      0.005    0.007  16077.773  5713.256  1.000
1|id[2, 980]             -0.247  0.639  -1.432    0.956      0.005    0.009  18045.215  5467.706  1.000
1|id[2, 981]              0.257  0.636  -0.945    1.451      0.005    0.008  17305.637  5989.913  1.001
1|id[2, 989]              0.229  0.584  -0.871    1.317      0.004    0.008  18447.934  5341.978  1.001
1|id[2, 990]             -0.219  0.634  -1.422    0.951      0.005    0.008  18281.434  5829.052  1.000
1|id[2, 991]              0.058  0.609  -1.144    1.145      0.005    0.008  16557.259  5463.586  1.000
1|id[2, 995]             -0.291  0.636  -1.548    0.882      0.005    0.009  18379.037  5191.686  1.002
1|id[2, 996]              0.219  0.724  -1.145    1.569      0.006    0.010  16583.683  5483.744  1.002
1|id[2, 997]              0.814  0.646  -0.364    2.051      0.005    0.009  17060.432  5840.559  1.001
1|id[2, 1003]            -0.174  0.645  -1.347    1.078      0.005    0.008  18270.639  6119.331  1.000
1|id[2, 1004]             0.228  0.625  -0.976    1.350      0.005    0.008  18690.016  6007.464  1.000
1|id[2, 1006]            -0.218  0.648  -1.405    1.011      0.005    0.008  17570.324  5947.233  1.001
1|id[2, 1013]            -0.439  0.689  -1.664    0.886      0.005    0.009  17062.114  6429.865  1.001
1|id[2, 1015]            -0.408  0.709  -1.746    0.911      0.006    0.009  16799.153  5508.467  1.001
1|id[2, 1034]            -0.237  0.629  -1.431    0.932      0.005    0.008  15935.217  5705.650  1.001
1|id[2, 1036]             0.248  0.644  -0.949    1.472      0.005    0.009  15694.759  5432.688  1.000
1|id[2, 1037]             0.616  0.572  -0.504    1.636      0.004    0.007  16638.755  5935.652  1.002
1|id[2, 1038]             0.279  0.641  -0.934    1.475      0.005    0.008  16803.906  6379.619  1.001
1|id[2, 1039]             0.571  0.623  -0.566    1.771      0.005    0.007  16639.015  6662.837  1.000
1|id[2, 1040]             0.260  0.632  -0.862    1.525      0.005    0.008  17395.737  5512.451  1.001
1|id[2, 1041]            -0.229  0.625  -1.373    0.976      0.005    0.008  18779.608  6462.437  1.000
1|id[2, 1042]            -0.269  0.720  -1.620    1.062      0.005    0.010  19036.373  5707.552  1.001
1|id[2, 1043]            -0.697  0.664  -1.955    0.529      0.005    0.009  17477.715  5786.109  1.001
1|id[2, 1044]             0.314  0.630  -0.847    1.486      0.005    0.008  19190.414  5417.064  1.001
1|id[2, 1045]             0.336  0.609  -0.859    1.443      0.005    0.008  16721.317  5790.667  1.001
1|id[2, 1047]             1.108  0.593  -0.061    2.188      0.005    0.008  16331.088  5639.923  1.000
1|id[2, 1049]            -0.703  0.651  -1.883    0.527      0.005    0.008  17157.951  5918.380  1.000
1|id[2, 1050]             0.134  0.623  -1.026    1.314      0.005    0.010  17031.442  4518.441  1.002
1|id[2, 1052]             0.147  0.589  -0.945    1.266      0.004    0.008  17900.840  5383.068  1.000
1|id[2, 1055]             0.225  0.647  -0.960    1.448      0.005    0.008  16210.377  6197.733  1.001
1|id[2, 1059]            -0.132  0.583  -1.261    0.938      0.004    0.008  18265.300  5564.022  1.001
1|id[2, 1060]             0.150  0.628  -1.057    1.301      0.005    0.009  18575.966  5704.684  1.000
1|id[2, 1061]             0.483  0.612  -0.679    1.585      0.005    0.008  18127.640  5617.058  1.000
1|id[2, 1081]            -0.518  0.682  -1.826    0.714      0.005    0.009  16361.112  5648.223  1.001
1|id[2, 1089]             0.289  0.620  -0.833    1.464      0.005    0.008  16695.779  6431.661  1.000
1|id[2, 1100]            -0.325  0.730  -1.792    0.950      0.005    0.010  18220.692  5617.895  1.000
1|id[2, 1105]            -0.197  0.657  -1.404    1.044      0.005    0.009  18081.258  5634.145  1.000
1|id[2, 1106]            -0.323  0.753  -1.735    1.085      0.005    0.011  21979.965  5447.582  1.001
1|id[2, 1113]             0.058  0.617  -1.113    1.226      0.005    0.008  17932.731  6006.765  1.001
1|id[2, 1126]            -0.303  0.634  -1.525    0.871      0.005    0.009  19263.768  5711.429  1.001
1|id[2, 1132]            -0.153  0.647  -1.385    1.053      0.005    0.008  16318.642  6002.037  1.001
1|id[2, 1140]            -0.437  0.690  -1.722    0.854      0.005    0.010  16651.656  5457.595  1.000
1|id[2, 1141]             0.054  0.606  -1.069    1.203      0.005    0.008  16130.123  5762.217  1.001
1|id[2, 1149]             0.054  0.681  -1.266    1.262      0.005    0.009  18240.833  5828.354  1.000
1|id[2, 1150]            -0.367  0.713  -1.682    1.003      0.006    0.009  16392.377  5723.807  1.001
1|id[2, 1152]             0.093  0.598  -1.046    1.193      0.005    0.007  17622.544  5886.792  1.000
1|id[2, 1153]             0.245  0.619  -0.914    1.415      0.005    0.008  16402.625  5586.037  1.001
1|id[2, 1154]             0.222  0.635  -1.000    1.382      0.005    0.009  18502.664  5686.779  1.000
1|id[2, 1156]             0.385  0.601  -0.750    1.524      0.005    0.009  17709.479  5761.088  1.001
1|id[2, 1169]            -0.098  0.646  -1.372    1.063      0.005    0.008  20420.181  6388.494  1.001
1|id[2, 1170]            -0.290  0.636  -1.468    0.917      0.005    0.009  19100.075  5552.078  1.001
1|id[2, 1173]            -0.550  0.673  -1.834    0.699      0.005    0.009  17669.398  5165.929  1.000
1|id[2, 1176]            -0.530  0.683  -1.770    0.776      0.005    0.009  16441.321  5813.174  1.001
1|id[2, 1177]            -0.792  0.642  -1.997    0.424      0.005    0.008  18285.673  5381.034  1.000
1|id[2, 1178]            -0.135  0.770  -1.559    1.322      0.006    0.010  18069.286  5539.685  1.000
1|id[2, 1181]            -0.087  0.654  -1.276    1.187      0.005    0.008  15325.667  5993.474  1.000
1|id[2, 1182]            -0.284  0.717  -1.612    1.095      0.005    0.009  20200.206  5468.724  1.001
1|id[2, 1187]             0.564  0.590  -0.539    1.678      0.005    0.007  16121.893  6049.220  1.000
1|id[2, 1188]             0.071  0.701  -1.313    1.320      0.005    0.009  18564.290  5488.497  1.001
1|id[2, 1189]             0.699  0.628  -0.523    1.852      0.005    0.009  17593.492  5035.736  1.002
1|id[2, 1191]            -0.526  0.677  -1.816    0.692      0.005    0.008  17177.072  6062.757  1.000
1|id[2, 1192]            -0.188  0.625  -1.386    0.961      0.005    0.008  16295.460  5798.519  1.000
1|id[2, 1196]            -0.591  0.659  -1.848    0.621      0.005    0.008  17679.341  5566.728  1.000
1|id[2, 1200]            -0.783  0.649  -2.011    0.410      0.005    0.008  17539.852  5962.823  1.001
1|id[2, 1212]             0.168  0.626  -0.997    1.333      0.005    0.008  17582.280  6257.948  1.001
1|id[2, 1215]             0.301  0.721  -1.062    1.639      0.005    0.010  17580.799  5769.953  1.000
1|id[2, 1221]             0.222  0.717  -1.150    1.527      0.005    0.009  20685.406  5845.547  1.000
1|id[2, 1222]             0.810  0.595  -0.295    1.949      0.005    0.008  17339.911  6119.681  1.000
1|id[2, 1231]             1.170  0.590   0.122    2.308      0.005    0.007  16360.445  5976.175  1.001
1|id[2, 1234]            -0.591  0.668  -1.844    0.666      0.005    0.009  19879.162  4645.078  1.001
1|id[2, 1235]            -0.493  0.692  -1.837    0.807      0.005    0.009  18390.924  5801.306  1.000
1|id[2, 1237]             0.590  0.598  -0.546    1.716      0.005    0.007  15155.752  6046.484  1.001
1|id[2, 1239]            -0.603  0.673  -1.822    0.710      0.005    0.009  17893.672  5485.686  1.001
1|id[2, 1257]             0.138  0.577  -0.938    1.235      0.005    0.008  15465.603  5896.176  1.001
1|id[2, 1265]            -0.139  0.645  -1.328    1.098      0.005    0.008  16601.360  5623.616  1.001
1|id[2, 1267]             0.117  0.613  -1.021    1.309      0.005    0.008  17909.693  5807.360  1.000
1|id[2, 1276]             0.866  0.508  -0.053    1.857      0.004    0.006  18206.192  6164.134  1.000
1|id[2, 1277]             0.830  0.533  -0.157    1.822      0.004    0.006  14048.937  6338.393  1.000
1|id[2, 1294]            -0.660  0.667  -1.874    0.656      0.005    0.009  16966.091  5768.050  1.000
1|id[2, 1296]            -0.581  0.616  -1.745    0.559      0.005    0.008  17674.045  5720.846  1.001
1|id[2, 1298]            -0.736  0.657  -1.990    0.465      0.005    0.009  17639.772  5435.107  1.002
1|id[2, 1299]            -0.629  0.663  -1.866    0.603      0.005    0.009  17077.579  6050.745  1.000
1|id[2, 1300]             0.006  0.675  -1.200    1.328      0.005    0.009  18838.884  4867.221  1.001
1|id[2, 1303]             0.133  0.613  -1.084    1.231      0.005    0.008  16830.841  5670.705  1.001
1|id[2, 1305]             0.147  0.642  -1.113    1.311      0.005    0.009  17537.553  5129.785  1.001
1|id[2, 1306]            -0.327  0.725  -1.721    1.008      0.006    0.010  17663.540  4618.100  1.001
1|id[2, 1307]             0.336  0.639  -0.855    1.513      0.005    0.008  17020.677  6214.252  1.000
1|id[2, 1308]            -0.172  0.637  -1.414    0.988      0.005    0.009  18789.318  5345.674  1.002
1|id[2, 1309]             0.334  0.568  -0.763    1.372      0.005    0.007  16006.458  5508.470  1.000
1|id[2, 1313]             0.243  0.621  -0.910    1.436      0.005    0.008  16527.269  6064.398  1.001
1|id[2, 1317]             0.001  0.586  -1.111    1.053      0.005    0.007  15595.111  5218.570  1.000
1|id[2, 1318]            -0.162  0.652  -1.338    1.105      0.004    0.009  21327.679  5142.963  1.000
1|id[2, 1328]             1.227  0.588   0.152    2.378      0.005    0.008  14811.096  5854.960  1.001
1|id[2, 1329]            -0.530  0.685  -1.859    0.720      0.005    0.009  17501.608  5701.085  1.000
1|id[2, 1331]            -0.736  0.644  -1.954    0.469      0.005    0.008  17612.717  5559.467  1.001
1|id[2, 1332]            -0.183  0.634  -1.345    1.061      0.005    0.008  16356.834  5949.565  1.000
1|id[2, 1339]             0.919  0.582  -0.201    2.004      0.005    0.007  16257.794  6153.615  1.000
1|id[2, 1340]            -0.206  0.653  -1.438    0.994      0.005    0.008  17804.549  6085.624  1.001
1|id[2, 1345]            -0.024  0.598  -1.184    1.036      0.005    0.009  16624.192  5570.910  1.000
1|id[2, 1346]            -0.732  0.651  -1.918    0.501      0.005    0.009  16573.286  5764.748  1.002
1|id[2, 1348]             0.270  0.714  -1.071    1.616      0.005    0.009  18380.131  5443.378  1.000
1|id[2, 1349]             0.074  0.686  -1.184    1.379      0.005    0.009  17492.659  6016.391  1.001
1|id[2, 1352]            -0.468  0.684  -1.732    0.813      0.005    0.009  17803.006  4604.983  1.000
1|id[2, 1353]             0.025  0.666  -1.196    1.284      0.005    0.009  17674.255  5690.630  1.000
1|id[2, 1354]            -0.585  0.661  -1.831    0.673      0.005    0.008  17129.764  5899.058  1.001
1|id[2, 1355]            -0.608  0.659  -1.844    0.676      0.005    0.009  18678.870  5472.428  1.001
1|id[2, 1356]            -0.493  0.605  -1.617    0.683      0.005    0.007  17252.657  6376.997  1.002
1|id[2, 1357]             0.468  0.611  -0.641    1.658      0.005    0.007  17564.135  6350.154  1.000
1|id[2, 1360]            -0.526  0.689  -1.841    0.724      0.005    0.009  20189.575  5905.612  1.001
1|id[2, 1362]            -0.600  0.658  -1.832    0.624      0.005    0.008  16687.918  6100.329  1.001
1|id[2, 1366]            -0.014  0.591  -1.099    1.119      0.005    0.008  17175.718  6015.697  1.000
1|id[2, 1368]            -0.643  0.658  -1.911    0.572      0.005    0.008  15784.802  5692.899  1.000
1|id[2, 1369]            -0.499  0.604  -1.642    0.581      0.005    0.008  17592.191  5552.944  1.001
1|id[2, 1370]             0.793  0.605  -0.345    1.929      0.005    0.007  17145.826  5952.557  1.000
1|id[2, 1372]            -0.616  0.662  -1.873    0.606      0.005    0.009  15173.440  6240.795  1.001
1|id[2, 1376]            -0.378  0.629  -1.530    0.844      0.005    0.009  13823.162  5806.928  1.000
1|id[2, 1380]            -0.031  0.607  -1.138    1.137      0.005    0.008  17003.096  5445.344  1.000
1|id[2, 1382]             0.244  0.619  -0.919    1.404      0.005    0.008  14242.253  5629.528  1.002
1|id[2, 1384]            -0.153  0.658  -1.469    1.013      0.005    0.009  16689.848  5358.519  1.000
1|id[2, 1385]            -0.133  0.644  -1.397    1.034      0.005    0.008  19263.065  5793.926  1.000
1|id[2, 1386]            -0.424  0.682  -1.690    0.843      0.005    0.009  19065.541  5255.298  1.000
1|id[2, 1387]            -0.243  0.633  -1.453    0.926      0.005    0.008  16421.032  6142.949  1.001
1|id[2, 1389]            -0.503  0.689  -1.774    0.829      0.005    0.009  17675.920  5372.234  1.001
1|id[2, 1390]            -0.280  0.623  -1.461    0.884      0.005    0.008  14542.886  5587.348  1.001
1|id[2, 1391]            -0.063  0.662  -1.324    1.129      0.005    0.008  16066.375  5209.717  1.000
1|id[2, 1393]            -0.029  0.597  -1.149    1.076      0.004    0.008  18819.158  5695.168  1.002
1|id[2, 1420]            -0.475  0.706  -1.858    0.823      0.005    0.010  19146.019  5529.047  1.001
1|id[2, 1421]            -0.179  0.635  -1.402    0.986      0.005    0.009  17446.286  6045.725  1.001
1|id[2, 1422]            -0.226  0.630  -1.497    0.903      0.005    0.008  17220.189  5299.996  1.001
1|id[2, 1424]             0.146  0.613  -1.051    1.250      0.005    0.009  18042.769  5454.064  1.000
1|id[2, 1425]            -0.662  0.668  -1.911    0.571      0.005    0.009  16905.772  5761.790  1.001
1|id[2, 1426]             0.449  0.660  -0.843    1.636      0.005    0.009  17754.113  5794.981  1.001
1|id[2, 1428]            -0.211  0.648  -1.451    0.987      0.005    0.009  18131.733  5504.719  1.002
1|id[2, 1429]             0.815  0.598  -0.326    1.893      0.005    0.007  14738.812  5828.423  1.001
1|id[2, 1431]             0.509  0.667  -0.770    1.737      0.005    0.009  17808.128  5231.943  1.000
1|id[2, 1433]             0.831  0.597  -0.319    1.908      0.005    0.008  15306.841  5866.619  1.001
1|id[2, 1434]            -0.609  0.652  -1.762    0.701      0.005    0.008  16844.648  5622.275  1.000
1|id[2, 1435]            -0.723  0.645  -1.931    0.474      0.005    0.009  16819.170  5352.658  1.001
1|id[2, 1437]            -0.145  0.651  -1.353    1.060      0.005    0.009  17039.811  5403.672  1.000
1|id[2, 1443]            -0.186  0.660  -1.398    1.090      0.005    0.009  15808.459  5859.994  1.000
1|id[2, 1447]             0.032  0.625  -1.180    1.149      0.004    0.009  20467.271  5529.662  1.000
1|id[2, 1448]            -0.582  0.604  -1.678    0.567      0.005    0.008  15445.875  5189.755  1.000
1|id[2, 1449]             0.440  0.603  -0.696    1.577      0.005    0.008  16145.577  5569.078  1.001
1|id[2, 1454]             0.821  0.556  -0.228    1.832      0.005    0.006  13473.333  6179.024  1.001
1|id[2, 1456]             0.491  0.625  -0.683    1.657      0.005    0.008  15700.896  5665.732  1.001
1|id[2, 1457]            -0.389  0.609  -1.563    0.744      0.005    0.008  16900.846  5056.581  1.000
1|id[2, 1458]            -0.394  0.619  -1.559    0.798      0.005    0.008  17998.559  6128.236  1.000
1|id[2, 1459]             1.039  0.570  -0.052    2.103      0.004    0.007  17637.936  5734.644  1.001
1|id[2, 1461]             0.548  0.614  -0.623    1.686      0.005    0.008  18066.051  5609.230  1.000
1|id[2, 1462]            -0.120  0.586  -1.241    0.913      0.005    0.007  15581.515  5607.535  1.001
1|id[2, 1464]            -0.712  0.652  -1.921    0.540      0.005    0.009  18499.142  5680.017  1.001
1|id[2, 1465]            -0.412  0.708  -1.774    0.859      0.006    0.009  16269.294  5600.126  1.001
1|id[2, 1467]            -0.574  0.670  -1.874    0.652      0.005    0.009  18087.880  5523.017  1.002
1|id[2, 1468]            -0.261  0.642  -1.439    0.962      0.005    0.009  18778.576  5413.803  1.001
1|id[2, 1469]            -0.167  0.652  -1.386    1.078      0.005    0.009  16127.433  5985.651  1.001
1|id[2, 1470]            -0.264  0.639  -1.485    0.912      0.005    0.008  17693.498  5493.656  1.001
1|id[2, 1472]             0.488  0.609  -0.697    1.598      0.005    0.008  15353.932  5634.543  1.000
1|id[2, 1473]             0.623  0.622  -0.588    1.765      0.005    0.007  15632.045  6226.799  1.001
1|id[2, 1476]             0.353  0.585  -0.725    1.455      0.004    0.008  16983.985  6102.224  1.000
1|id[2, 1478]            -0.457  0.604  -1.614    0.633      0.005    0.007  17073.252  6105.407  1.000
1|id[2, 1492]            -0.707  0.640  -1.883    0.504      0.005    0.008  17781.550  5837.184  1.001
1|id[2, 1518]            -0.011  0.590  -1.129    1.052      0.005    0.008  14956.113  5230.356  1.001
1|id[2, 1549]            -0.222  0.636  -1.390    0.979      0.005    0.009  16003.697  5173.270  1.002
1|id[2, 1555]            -0.378  0.714  -1.726    0.948      0.005    0.009  18171.879  5939.060  1.000
1|id[2, 1559]             0.173  0.632  -0.968    1.395      0.005    0.008  16720.328  6088.533  1.000
1|id[2, 1560]             0.064  0.681  -1.201    1.371      0.006    0.010  14409.834  5255.240  1.000
1|id[2, 1561]            -0.645  0.651  -1.889    0.548      0.005    0.009  18672.937  5138.826  1.002
1|id[2, 1563]            -0.403  0.708  -1.749    0.883      0.006    0.009  16410.714  5625.913  1.001
1|id[2, 1564]            -0.580  0.670  -1.829    0.660      0.005    0.009  18211.599  6145.766  1.000
1|id[2, 1565]             0.560  0.614  -0.613    1.707      0.005    0.009  17651.621  5303.819  1.001
1|id[2, 1566]             0.462  0.548  -0.600    1.486      0.005    0.007  14069.115  5880.042  1.002
1|id[2, 1572]             0.879  0.608  -0.277    1.995      0.005    0.008  13990.783  5604.228  1.000
1|id[2, 1574]            -0.352  0.715  -1.685    0.973      0.005    0.010  17716.570  5905.875  1.000
1|id[2, 1577]             0.393  0.595  -0.751    1.484      0.005    0.007  15648.180  6528.754  1.001
1|id[2, 1580]             0.758  0.639  -0.431    1.957      0.005    0.008  17230.944  5270.214  1.000
1|id[2, 1585]            -0.448  0.694  -1.741    0.828      0.005    0.009  18241.466  5167.724  1.000
1|id[2, 1587]            -0.825  0.644  -2.046    0.397      0.005    0.009  15787.170  5843.038  1.001
1|id[2, 1588]            -0.478  0.702  -1.806    0.853      0.005    0.010  17226.284  5496.505  1.000
1|id[2, 1591]            -0.197  0.637  -1.417    0.973      0.005    0.009  17188.836  5742.484  1.001
1|id[2, 1592]             0.582  0.626  -0.571    1.793      0.005    0.009  17153.033  5400.842  1.000
1|id[2, 1593]             0.167  0.712  -1.104    1.569      0.005    0.010  17744.926  5547.551  1.002
1|id[2, 1595]             0.517  0.612  -0.639    1.690      0.005    0.008  16290.070  5483.245  1.000
1|id[2, 1596]             0.400  0.752  -1.025    1.818      0.006    0.010  18248.017  5795.915  1.000
1|id[2, 1597]            -0.451  0.688  -1.741    0.821      0.005    0.009  18156.778  5616.693  1.000
1|id[2, 1598]             0.154  0.625  -1.071    1.279      0.005    0.008  16884.729  6385.446  1.001
1|id[2, 1600]            -0.288  0.625  -1.468    0.858      0.005    0.009  17666.338  5147.159  1.001
1|id[2, 1601]            -0.716  0.638  -1.884    0.503      0.005    0.008  16959.722  6174.740  1.000
1|id[2, 1604]            -0.612  0.662  -1.858    0.610      0.005    0.008  17842.571  5856.931  1.001
1|id[2, 1611]            -0.489  0.670  -1.795    0.703      0.005    0.009  15752.432  5307.498  1.001
1|id[2, 1638]            -0.051  0.655  -1.263    1.175      0.005    0.008  16443.566  5605.379  1.000
1|id[2, 1639]             0.814  0.603  -0.396    1.877      0.005    0.007  16955.190  5997.352  1.001
1|id[2, 1640]            -0.225  0.632  -1.370    1.005      0.005    0.008  17507.810  5444.596  1.000
1|id[2, 1641]            -0.448  0.625  -1.669    0.683      0.005    0.008  17712.253  5754.291  1.000
1|id[2, 1642]             0.513  0.581  -0.564    1.613      0.005    0.008  16632.553  5751.379  1.000
1|id[2, 1647]             1.022  0.628  -0.154    2.205      0.005    0.008  15059.517  6113.346  1.000
1|id[2, 1648]            -0.287  0.633  -1.498    0.878      0.005    0.008  16883.917  5888.801  1.001
1|id[2, 1650]            -0.425  0.637  -1.603    0.799      0.005    0.008  15644.363  5380.402  1.002
1|id[2, 1654]            -0.527  0.705  -1.866    0.781      0.005    0.009  17352.287  5839.088  1.001
1|id[2, 1657]             0.039  0.706  -1.272    1.358      0.005    0.009  18602.046  5813.933  1.000
1|id[2, 1659]            -0.124  0.648  -1.328    1.100      0.005    0.009  18096.507  6103.659  1.000
1|id[2, 1662]             0.353  0.602  -0.766    1.507      0.005    0.008  16078.381  5380.656  1.000
1|id[2, 1678]            -0.127  0.764  -1.621    1.271      0.006    0.010  17070.275  5482.888  1.000
1|id[2, 1679]            -0.534  0.703  -1.867    0.774      0.005    0.009  16843.406  5254.959  1.001
1|id[2, 1684]             0.421  0.648  -0.752    1.689      0.005    0.009  15832.968  5879.777  1.001
1|id[2, 1688]             0.736  0.594  -0.432    1.819      0.005    0.008  15757.302  4941.933  1.000
1|id[2, 1690]            -0.442  0.693  -1.729    0.849      0.005    0.009  18272.189  5630.464  1.001
1|id[2, 1691]            -0.604  0.657  -1.825    0.624      0.005    0.008  16738.649  5528.882  1.000
1|id[2, 1694]            -0.569  0.679  -1.824    0.705      0.005    0.009  15607.506  5067.624  1.000
1|id[2, 1695]            -0.217  0.660  -1.419    1.048      0.005    0.009  19009.651  6092.800  1.001
1|id[2, 1699]             0.127  0.566  -0.901    1.229      0.004    0.007  18465.981  6388.658  1.000
1|id[2, 1700]             0.937  0.565  -0.145    1.966      0.004    0.007  17533.002  5931.304  1.000
1|id[2, 1701]            -0.382  0.625  -1.508    0.804      0.005    0.009  17146.172  5255.270  1.002
1|id[2, 1704]             0.335  0.595  -0.823    1.415      0.005    0.007  16575.439  6348.361  1.000
1|id[2, 1710]            -0.258  0.607  -1.405    0.859      0.005    0.008  15903.044  6253.476  1.002
1|id[2, 1714]            -0.129  0.650  -1.283    1.121      0.005    0.008  17055.173  5682.037  1.001
1|id[2, 1715]             0.302  0.646  -0.912    1.501      0.005    0.008  16940.432  6515.519  1.001
1|id[2, 1716]            -0.014  0.676  -1.322    1.256      0.005    0.009  17694.073  5572.756  1.000
1|id[2, 1717]            -0.138  0.665  -1.367    1.107      0.005    0.009  16587.884  5906.701  1.000
1|id[2, 1718]            -0.044  0.677  -1.332    1.227      0.005    0.009  19105.856  5993.920  1.002
1|id[2, 1719]             0.794  0.642  -0.358    2.054      0.005    0.008  15574.087  6129.279  1.001
1|id[2, 1720]             0.212  0.641  -1.040    1.353      0.005    0.008  19124.381  5722.911  1.001
1|id[2, 1721]            -0.585  0.667  -1.839    0.633      0.005    0.009  18249.096  5619.998  1.000
1|id[2, 1722]            -0.584  0.676  -1.826    0.714      0.005    0.009  17600.026  5596.209  1.002
1|id[2, 1723]             0.223  0.639  -0.942    1.460      0.005    0.008  15830.564  5357.372  1.001
1|id[2, 1724]             0.311  0.651  -0.894    1.533      0.005    0.009  19182.104  5733.192  1.001
1|id[2, 1725]            -0.151  0.660  -1.411    1.074      0.005    0.008  18173.815  5650.693  1.001
1|id[2, 1727]             0.408  0.603  -0.715    1.539      0.004    0.007  17958.892  5951.861  1.002
1|id[2, 1731]            -0.391  0.615  -1.537    0.753      0.005    0.008  17203.400  5974.978  1.000
1|id[2, 1735]            -0.628  0.678  -1.872    0.672      0.005    0.009  17399.308  5636.310  1.000
1|id[2, 1737]            -0.664  0.679  -1.952    0.580      0.005    0.009  16318.443  6058.869  1.001
1|id[2, 1739]            -0.275  0.639  -1.544    0.878      0.005    0.009  17659.348  5835.483  1.000
1|id[2, 1740]            -0.110  0.657  -1.336    1.152      0.005    0.009  15961.098  5359.234  1.000
1|id[2, 1741]             0.744  0.584  -0.325    1.856      0.005    0.007  16124.487  6850.744  1.000
